what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362682612329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362682614372
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362682619754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362682625281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682626764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682628636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362682630906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362682632184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362682645779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362682645906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362682647733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682649843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682665705
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362682665824
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362682668642
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362682670288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682676823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682682835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682685467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682686453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682689069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682724335
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362682724442
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362682728342
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362682729587
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682733643
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682737521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362682747062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682747924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682750949
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362682754060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682754563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682755165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362682758870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682760084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682763421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682764773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682792713
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362682797212
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362682801865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682802659
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682808251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682812043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682813565
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1362682817051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362682827261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682829295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682829386
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362682829749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682838124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682839157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682839484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682868507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682885264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682885390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362682886467
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362682920399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682926220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682946095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682957292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682959652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362682964005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682966009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362682966111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362682973501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683002827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683002937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362683024935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683028276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683030261
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362683033224
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362683047944
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362683055285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683056275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683067253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683072451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683074685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683087531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683107121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683119211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683120588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683130844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683131877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362683147536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362683150281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683152631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683152727
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362683153517
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362683155534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683158515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683163767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683167803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683194134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362683206187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683214216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683234658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362683235547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683236711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683261226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683266082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683268948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683277286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683277376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683288435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362683307453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362683309437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362683312786
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362683317861
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362683327404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362683343694
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362683349436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362683383392
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362683388349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362683395616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362683401130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362683403453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362683406236
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1362683407138
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1362683407434
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1362683407699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362683411579
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362683414748
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1362683420602
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1362683420938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362683422266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362683425940
